timestamp_s,power_w
0.000001,51.532
0.050135,55.293
0.100284,55.293
0.150483,59.182
0.200629,59.182
0.250783,62.947
0.300935,62.947
0.351080,66.191
0.401213,66.191
0.451365,68.408
0.501575,68.408
0.551716,71.711
0.601866,71.711
0.652012,72.27
0.702159,72.27
0.752312,71.505
0.802507,71.505
0.852690,70.555
0.902841,70.555
0.953612,71.068
1.003764,71.068
1.053930,71.355
1.104105,71.355
1.154297,71.351
1.204565,71.351
1.254750,71.126
1.304897,71.126
1.355041,70.102
1.405188,70.102
1.455391,70.282
1.505540,70.282
1.555712,71.403
1.605879,71.403
1.656044,70.799
1.706189,70.799
1.756367,71.047
1.806513,71.047
1.856734,72.109
1.906906,72.109
1.957065,73.275
2.007220,73.275
2.057364,73.311
2.107519,73.311
2.157693,72.361
2.207882,72.361
2.258061,71.2
2.308226,71.2
2.358435,71.208
2.408599,71.208
2.458781,71.877
2.508972,71.877
2.559154,71.381
2.609360,71.381
2.659555,71.561
2.709755,71.561
2.760006,72.588
2.810174,72.588
2.860370,72.678
2.910546,72.678
2.960697,71.872
3.010875,71.872
3.061037,70.859
3.111223,70.859
3.161395,70.711
3.211580,70.711
3.261820,71.467
3.311994,71.467
3.362164,72.616
3.412361,72.616
3.462538,71.9
3.512695,71.9
3.562848,71.99
3.613028,71.99
3.663191,72.837
3.713356,72.837
3.763541,72.968
3.813711,72.968
3.863880,72.387
3.914049,72.387
3.964215,71.315
4.014387,71.315
4.064545,71.803
4.114731,71.803
4.164927,72.942
4.215353,72.942
4.265504,72.941
4.315658,72.941
4.365784,72.379
4.415933,72.379
4.466061,71.362
4.516212,71.362
4.566357,72.014
4.616574,72.014
4.666706,72.091
4.717301,71.903
4.767457,71.903
4.817619,71.092
4.867751,71.092
4.917909,71.6
4.968036,71.6
5.018177,72.699
5.068348,72.699
5.118488,72.573
5.169281,72.573
5.219419,72.335
5.269555,72.335
5.319707,71.597
5.369849,71.597
5.420009,71.907
5.470142,71.907
5.520289,72.811
5.570452,72.811
5.620787,72.82
5.671016,72.82
5.721179,72.195
5.771320,72.195
5.821506,71.141
5.871646,71.141
5.921805,71.997
5.971932,71.997
6.022077,72.073
6.072201,72.073
6.122366,71.965
6.172554,71.965
6.222715,71.424
6.272852,71.424
6.323016,70.466
6.373146,70.466
6.423313,71.316
6.473481,71.316
6.523703,71.406
6.573912,71.406
6.624145,71.334
6.674284,71.334
6.724501,70.547
6.774641,70.547
6.824813,71.208
6.874952,71.208
6.925096,72.298
6.975225,72.298
7.025449,72.289
7.075644,72.289
7.125856,71.578
7.176042,71.578
7.226234,70.494
7.276403,70.494
7.326559,71.103
7.376697,71.103
7.426833,71.98
7.476968,71.98
7.527102,71.858
7.577742,71.858
7.627899,71.304
7.678046,71.304
7.728193,71.349
7.778365,71.349
7.828565,72.46
7.878710,72.46
7.928857,72.419
7.978989,72.419
8.029133,72.171
8.079280,72.171
8.129452,71.127
8.179612,71.127
8.229786,71.635
8.279933,71.635
8.330102,72.522
8.380242,72.522
8.430474,72.494
8.480631,72.494
8.530796,71.886
8.580963,71.886
8.631123,71.81
8.681310,71.81
8.731543,72.612
8.781691,72.612
8.831847,72.697
8.881985,72.697
8.932133,71.751
8.982279,71.751
9.032481,71.328
9.082645,71.328
9.132816,71.702
9.182962,71.702
9.233116,72.585
9.283261,72.585
9.333420,72.559
9.383594,72.559
9.433852,71.573
9.484013,71.573
9.534192,71.569
9.584369,71.569
9.634535,72.442
9.684677,72.442
9.734845,72.514
9.784984,72.514
9.835174,71.682
9.885360,71.682
9.935514,71.142
9.985654,71.142
10.035829,72.088
10.085987,72.088
10.136147,72.462
10.186285,72.462
10.236472,72.381
10.286625,72.381
10.336791,71.602
10.386973,71.602
10.437143,71.611
10.487297,71.611
10.537505,72.92
10.587654,72.92
10.637830,72.817
10.687974,72.817
10.738184,72.322
10.788357,72.322
10.838745,71.421
10.888919,71.421
10.939097,72.1
10.989247,72.1
11.039425,72.501
11.089586,72.501
11.139754,72.235
11.189899,72.235
11.240064,71.744
11.290216,71.744
11.340402,71.668
11.390551,71.668
11.440698,72.73
11.490861,72.73
11.541033,72.577
11.591186,72.577
11.641316,72.041
11.691508,72.041
11.741694,71.072
11.791851,71.072
11.842023,71.46
11.892179,71.46
11.942368,72.334
11.992526,72.334
12.042688,72.24
12.092826,72.24
12.142983,71.551
12.193211,71.551
12.243386,71.484
12.293550,71.484
12.343720,72.295
12.393889,72.295
12.444056,72.33
12.494192,72.33
12.544353,71.948
12.594502,71.948
12.644648,70.984
12.695304,70.984
12.745539,71.375
12.795710,71.375
12.845884,72.397
12.896047,72.397
12.946208,72.299
12.996353,72.299
13.046530,71.622
13.096677,71.622
13.146901,71.618
13.197071,71.618
13.247241,72.468
13.297407,72.468
13.347542,72.531
13.397710,72.531
13.447876,72.036
13.498032,72.036
13.548219,70.951
13.598422,70.951
13.648839,71.176
13.699003,71.176
13.749174,72.32
13.799363,72.32
13.849549,72.23
13.899695,72.23
13.949841,71.636
14.000068,71.636
14.050217,71.401
14.100429,71.401
14.150600,72.217
14.200782,72.217
14.250952,72.244
14.301120,72.244
14.351292,71.978
14.401488,71.978
14.451662,71.119
14.501872,71.119
14.552039,71.448
14.602225,71.448
14.652502,72.821
14.702668,72.821
14.752818,72.852
14.802976,72.852
14.853172,72.42
14.903370,72.42
14.953541,71.465
15.003702,71.465
15.053907,72.244
15.104053,72.244
15.154225,72.474
15.204412,72.474
15.254577,72.451
15.304747,72.451
15.354916,71.825
15.405059,71.825
15.455225,72.001
15.505396,72.001
15.555941,72.887
15.606115,72.887
15.656270,72.708
15.706456,72.708
15.756636,71.934
15.806791,71.934
15.856941,70.836
15.907190,70.836
15.957408,71.277
16.007569,71.277
16.057759,72.39
16.107936,72.39
16.158103,72.165
16.208254,72.165
16.258410,71.579
16.308565,71.579
16.358698,71.44
16.408889,71.44
16.459024,72.308
16.509204,72.308
16.559360,72.308
16.609545,72.308
16.659712,71.823
16.709898,71.823
16.760067,70.843
16.810225,70.843
16.860403,71.496
16.910569,71.496
16.960729,72.526
17.010905,72.526
17.061064,72.571
17.111235,72.571
17.161395,71.752
17.211575,71.752
17.261726,71.702
17.311887,71.702
17.362109,72.472
17.412269,72.472
17.462417,72.458
17.512585,72.458
17.562742,71.806
17.612918,71.806
17.663072,70.779
17.713239,70.779
17.763394,71.21
17.813573,71.21
17.863734,72.392
17.913895,72.392
17.964062,72.325
18.014243,72.325
18.064393,72.032
18.114557,72.032
18.164704,71.189
18.214875,71.189
18.265032,71.976
18.315206,71.976
18.365367,72.296
18.415579,72.296
18.465727,72.309
18.515888,72.309
18.566044,71.669
18.616179,71.669
18.666363,71.3
18.716527,71.3
18.766669,72.49
18.816902,72.49
18.867203,72.449
18.917468,72.449
18.967670,72.435
19.017838,72.435
19.068004,71.534
19.118158,71.534
19.168313,71.895
19.218512,71.895
19.268670,72.797
19.318894,72.797
19.369064,72.779
19.419231,72.779
19.469403,72.108
19.519560,72.108
19.569717,70.743
19.619875,70.743
19.670025,71.464
19.720166,71.464
19.770309,72.238
19.820488,72.238
19.870682,72.175
19.920839,72.175
19.971028,71.56
20.021189,71.56
20.071367,71.591
20.121505,71.591
20.171667,72.685
20.221826,72.685
20.272017,72.59
20.322346,72.59
20.372531,72.027
20.422676,72.027
20.472836,70.959
20.522979,70.959
20.573137,71.477
20.623284,71.477
20.673478,72.573
20.723686,72.573
20.773843,72.573
20.823986,72.573
20.874145,72.009
20.924298,72.009
20.974506,71.392
21.024655,71.392
21.074796,72.129
21.124945,72.129
21.175135,71.94
21.225356,71.94
21.275569,71.239
21.325722,71.239
21.375882,70.254
21.426034,70.254
21.476199,70.672
21.526382,70.672
21.576568,71.767
21.626703,71.767
21.676842,71.844
21.726997,71.844
21.777386,71.291
21.827552,71.291
21.877714,70.76
21.927874,70.76
21.978046,71.463
22.028229,71.463
22.078399,71.922
22.128562,71.922
22.178703,71.872
22.228869,71.872
22.279023,71.063
22.329188,71.063
22.379371,71.548
22.429532,71.548
22.479682,72.614
22.529837,72.614
22.579975,72.619
22.630147,72.619
22.680318,71.876
22.730553,71.876
22.780743,71.668
22.830903,71.668
22.881068,72.564
22.931224,72.564
22.981389,73.188
23.031713,73.188
23.081878,72.752
23.132020,72.752
23.182190,71.729
23.232375,71.729
23.282562,71.841
23.332715,71.841
23.382878,72.642
23.433021,72.642
23.483202,72.62
23.533395,72.62
23.583630,71.959
23.633788,71.959
23.683964,71.63
23.734129,71.63
23.784297,72.364
23.834516,72.364
23.884659,72.405
23.934801,72.405
23.985017,71.761
24.035162,71.761
24.085373,70.793
24.135535,70.793
24.185688,71.14
24.235855,71.14
24.286008,72.239
24.336194,72.239
24.386370,72.167
24.436542,72.167
24.486866,71.595
24.536997,71.595
24.587145,71.483
24.637301,71.483
24.687495,72.342
24.737678,72.342
24.787828,72.545
24.838014,72.545
24.888160,72.032
24.938371,72.032
24.988641,70.919
25.038806,70.919
25.088980,71.418
25.139122,71.418
25.189283,72.229
25.239472,72.229
25.289625,72.118
25.339825,72.118
25.389951,71.438
25.440209,71.438
25.490350,71.366
25.540535,71.366
25.590726,72.236
25.640881,72.236
25.691044,72.245
25.741214,72.245
25.791367,71.799
25.841511,71.799
25.891651,70.781
25.941799,70.781
25.991958,71.329
26.042118,71.329
26.092280,72.524
26.142476,72.524
26.192637,72.434
26.242786,72.434
26.292924,71.88
26.343070,71.88
26.393662,71.28
26.443812,71.28
26.493965,72.13
26.544150,72.13
26.594311,72.175
26.644518,72.175
26.694696,71.851
26.744938,71.851
26.795061,70.92
26.845319,70.92
26.895524,71.181
26.945699,71.181
26.995865,72.226
27.046059,72.226
27.096208,72.307
27.146375,72.307
27.196516,71.6
27.246784,71.6
27.296939,71.577
27.347220,71.577
27.397380,72.472
27.447538,72.472
27.497689,72.992
27.547852,72.992
27.597998,72.479
27.648161,72.479
27.698289,71.431
27.748569,71.431
27.798744,71.624
27.848899,71.624
27.899072,72.848
27.949244,72.848
27.999416,72.813
28.049587,72.813
28.099752,72.367
28.149916,71.067
28.200066,71.067
28.250275,71.067
28.300521,71.764
28.350665,71.764
28.400820,71.661
28.450963,71.661
28.501112,71.036
28.551245,71.036
28.601407,70.192
28.651643,70.192
28.701869,70.552
28.752018,71.713
28.802157,71.713
28.852318,71.749
28.902491,71.749
28.952650,70.979
29.002798,70.979
29.052981,69.893
29.103156,69.893
29.153363,70.442
29.203968,70.442
29.254097,71.476
29.304244,71.476
29.354378,71.414
29.404525,71.414
29.454677,70.674
29.504853,70.674
29.555053,71.062
29.605233,71.062
29.655544,72.382
29.705690,72.382
29.756104,72.314
29.806259,72.314
29.856422,71.899
29.906573,71.899
29.956750,70.651
30.006915,70.651
30.057112,71.255
30.107298,71.255
30.157507,72.345
30.207645,72.345
30.257797,72.309
30.307939,72.309
30.358110,71.671
30.408280,71.671
30.458453,71.725
30.508720,71.725
30.558890,72.752
30.609531,72.752
30.659688,72.657
30.709842,72.657
30.760001,71.922
30.810145,71.922
30.860307,70.711
30.910529,70.711
30.960674,71.027
31.010863,71.027
31.061115,72.131
31.111290,72.131
31.161479,72.212
31.211625,72.212
31.261779,71.605
31.311925,71.605
31.362099,71.155
31.412250,71.155
31.462430,72.059
31.512601,72.059
31.562898,72.05
31.613083,72.05
31.663240,71.559
31.713379,71.559
31.763553,70.658
31.813699,70.658
31.863874,71.146
31.914039,71.146
31.964222,72.628
32.014457,72.628
32.064867,72.596
32.115001,72.596
32.165169,71.907
32.215313,71.907
32.265507,71.398
32.315658,71.398
32.365793,72.213
32.415990,72.213
32.466157,72.613
32.516319,72.613
32.566488,72.479
32.616628,72.479
32.666779,71.707
32.716931,71.707
32.767104,72.081
32.817260,72.081
32.867439,73.171
32.917616,73.171
32.967920,73.147
33.018074,73.147
33.068236,72.584
33.118410,72.584
33.168562,71.565
33.218729,71.565
33.268884,72.425
33.319055,72.425
33.369224,72.696
33.419423,72.696
33.469611,72.552
33.519761,72.552
33.569921,71.905
33.620083,71.905
33.670249,71.544
33.720391,71.544
33.770555,72.504
33.820690,72.504
33.870843,72.54
33.921028,72.54
33.971207,72.103
34.021379,72.103
34.071579,71.024
34.121754,71.024
34.171946,71.39
34.222114,71.39
34.272286,72.354
34.322468,72.354
34.372680,72.237
34.422877,72.237
34.473047,71.598
