timestamp_s,power_w
20.982282,72.771
21.032476,72.771
21.082708,72.901
21.132911,72.901
21.183087,72.587
21.234279,72.587
21.284434,72.708
21.334589,72.708
21.384750,72.663
21.434910,72.663
21.485067,72.443
21.535231,72.443
21.585384,71.835
21.635569,71.835
21.685747,71.533
21.735922,71.533
21.786091,71.817
21.836251,71.817
21.886396,72.614
21.936603,72.614
21.986798,72.758
22.036977,72.758
22.087135,72.767
22.137302,72.767
22.187485,72.609
22.237675,72.609
22.287926,72.69
22.338332,72.69
22.388516,72.532
22.438680,72.532
22.488899,71.889
22.539086,71.276
22.589278,71.276
22.639456,70.746
22.689642,70.746
22.739829,71.498
22.790045,71.498
22.840234,72.232
22.890418,72.232
22.940598,72.438
22.990777,72.438
23.040955,72.048
23.091135,72.048
23.141321,71.877
23.191504,71.877
23.241697,71.935
23.292095,71.935
23.342370,71.615
23.392568,71.615
23.442797,71.067
23.492975,71.067
23.543151,70.656
23.593325,70.656
23.643502,71.089
23.693685,71.089
23.743837,72.486
23.794040,72.486
23.844229,73.147
23.894404,73.147
23.944586,73.282
23.994757,73.282
24.044941,73.035
24.095116,73.035
24.145309,73.129
24.195491,73.129
24.245795,73.079
24.295979,73.079
24.346202,72.477
24.396428,72.477
24.446638,72.004
24.496828,72.004
24.547039,71.422
24.597216,71.422
24.647410,71.973
24.697597,71.973
24.747786,72.449
24.797966,72.449
24.848139,72.643
24.898322,72.643
24.948517,72.284
24.998718,72.284
25.048899,72.068
25.099092,72.068
25.149299,72.189
25.199480,72.189
25.249711,72.108
25.299989,72.108
25.350267,71.559
25.400446,71.559
25.450623,71.194
25.500839,71.194
25.551001,71.239
25.601176,71.239
25.651313,72.527
25.701494,72.527
25.751630,73.228
25.801816,73.228
25.851977,73.309
25.902150,73.309
25.952324,72.967
26.002508,72.967
26.052636,72.904
26.102812,72.904
26.152949,72.818
26.203232,72.818
26.253459,72.22
26.303646,72.22
26.353840,71.558
26.404127,71.558
26.454882,70.955
26.505076,70.955
26.555217,71.802
26.605418,71.802
26.655558,72.712
26.705747,72.712
26.755893,72.901
26.806081,72.901
26.856238,72.577
26.906401,72.577
26.956541,72.362
27.006722,72.362
27.056886,72.528
27.107071,72.528
27.157221,72.334
27.207404,72.334
27.257576,71.687
27.307840,71.687
27.358029,71.381
27.408316,71.381
27.458547,70.821
27.508928,70.821
27.559107,72.022
27.609291,72.022
27.659443,72.247
27.709625,72.247
27.759769,72.229
27.809955,72.229
27.860096,71.869
27.910282,71.869
27.960429,72.04
28.010628,72.04
28.060772,71.95
28.110942,71.95
28.161109,71.212
28.211285,71.212
28.261461,70.519
28.311643,70.519
28.361823,70.258
28.412176,70.258
28.462434,71.06
28.512614,71.06
28.562802,72.565
28.612991,72.565
28.663138,72.777
28.713325,72.777
28.763471,72.547
28.813641,72.547
28.863787,72.408
28.913933,72.408
28.964083,72.282
29.014271,72.282
29.064431,71.444
29.114608,71.444
29.164780,70.561
29.214965,70.561
29.265140,70.642
29.315302,70.642
29.366280,71.753
29.417001,71.753
29.467133,73.058
29.517338,73.058
29.567480,73.062
29.617632,73.062
29.667775,72.873
29.717918,72.873
29.768059,72.607
29.818202,72.607
29.868351,72.325
29.918490,72.325
29.968625,71.559
30.018761,71.559
30.068918,70.604
30.119088,70.604
30.169338,71.077
30.219537,71.077
30.269719,72.253
30.319893,72.253
30.370242,72.977
30.420422,72.977
30.470571,72.609
30.520712,72.609
30.570895,72.298
30.621042,72.298
30.671182,72.41
30.721331,72.41
30.771480,72.177
30.821632,72.177
30.871778,71.525
30.921956,71.525
30.972148,70.876
31.022325,70.876
31.072491,71.119
31.122678,71.119
31.172856,72.344
31.223083,72.344
31.273351,72.915
31.323562,72.915
31.374282,72.758
31.424454,72.758
31.474609,72.614
31.524794,72.614
31.574950,72.812
31.625103,72.812
31.675249,72.596
31.725395,72.596
31.775541,71.795
31.825697,71.795
31.875840,70.979
31.926022,70.979
31.976188,71.145
32.026337,71.145
32.076510,72.271
32.126722,72.271
32.176922,72.941
32.227085,72.941
32.277348,72.796
32.327575,72.796
32.377728,72.563
32.427893,72.563
32.478054,72.491
32.528248,72.491
32.578394,71.91
32.628528,71.91
32.678680,71.204
32.728857,71.204
32.779025,70.239
32.829158,70.239
32.879319,70.865
32.929490,70.865
32.979654,72.107
33.029827,72.107
33.080059,72.833
33.130244,72.833
33.180431,72.667
33.230638,72.667
33.280776,72.483
