timestamp_s,power_w
0.000001,40.517
0.050124,42.354
0.100297,42.354
0.150437,43.643
0.200585,43.643
0.250727,44.887
0.300893,44.887
0.351049,57.743
0.401200,57.743
0.451357,65.666
0.501514,65.666
0.551675,66.943
0.601844,66.943
0.652042,70.413
0.702257,70.413
0.752446,70.632
0.802605,70.632
0.852768,70.587
0.903012,70.587
0.953240,70.316
1.004280,70.316
1.054549,69.714
1.105000,69.714
1.155169,69.546
1.205335,69.546
1.255503,68.956
1.305663,68.956
1.355831,69.213
1.406039,69.213
1.456200,70.028
1.506368,70.028
1.556515,70.217
1.606695,70.217
1.656907,70.217
1.707096,70.217
1.757280,70.429
1.807451,70.429
1.857605,70.181
1.907798,70.181
1.958055,69.816
2.008239,69.816
2.058436,69.641
2.108644,69.641
2.159135,69.515
2.209516,69.515
2.259691,68.975
2.309830,68.975
2.360037,70.137
2.410178,70.137
2.460352,70.623
2.510496,70.623
2.560683,70.718
2.610820,70.718
2.661048,70.687
2.711192,70.687
2.761366,70.696
2.811529,70.696
2.861707,70.272
2.911905,70.272
2.962104,69.939
3.012294,69.939
3.062492,69.759
3.112827,69.759
3.163161,68.929
3.213334,68.929
3.263936,69.37
3.314086,69.37
3.364282,70.856
3.414443,70.856
3.464625,71.054
3.514774,71.054
3.564952,70.901
3.615099,70.901
3.665283,70.928
3.715432,70.928
3.765612,71.036
3.815760,71.036
3.865940,70.639
3.916106,70.639
3.966327,70.283
4.016484,70.283
4.066685,69.791
4.116890,69.791
4.167129,69.444
4.217306,69.444
4.267490,70.855
4.317845,70.855
4.368031,71.296
4.418186,71.296
4.468339,71.494
4.518488,71.494
4.568635,71.17
4.618785,71.17
4.668932,71.364
4.719076,71.364
4.769223,71.49
4.819368,71.49
4.869512,71.292
4.919691,71.292
4.969902,70.983
5.020076,70.983
5.070397,70.596
5.120581,71.006
5.170759,71.006
5.220944,72.258
5.271179,72.258
5.321397,76.5
5.371553,72.537
5.421713,72.581
5.471890,72.581
5.522038,72.185
5.572183,72.185
5.622346,72.257
5.672494,72.257
5.722644,72.163
5.772844,72.163
5.823026,71.6
5.873214,71.6
5.923390,71.073
5.973562,71.073
6.023729,70.663
6.073909,70.663
6.124102,71.181
6.174288,71.181
6.224524,72.005
6.274767,72.005
6.324982,72.013
6.375651,72.013
6.426602,72.068
6.477216,72.068
6.527370,71.83
6.577558,71.83
6.627709,71.947
6.677901,71.947
6.728057,71.974
6.778243,71.974
6.828402,71.758
6.878566,71.758
6.928716,71.479
6.978900,71.479
7.029124,71.005
7.079478,71.005
7.129667,72.387
7.179837,72.387
7.230048,73.134
7.280248,73.134
7.330440,73.35
7.380624,73.35
7.430804,73.247
7.481029,73.247
7.531242,73.022
7.581387,73.022
7.631546,73.184
7.681699,73.184
7.731853,72.995
7.782031,72.995
7.832185,72.316
7.882372,72.316
7.932537,71.725
7.982714,71.725
8.032896,71.436
8.083080,71.436
8.133262,72.773
8.183437,72.773
8.233604,72.661
8.283789,72.661
8.333960,72.737
8.384142,72.737
8.434347,72.323
8.484559,72.323
8.534755,72.26
8.584909,72.26
8.635070,72.282
8.685221,72.282
8.735361,72.192
8.785516,72.192
8.835674,71.752
8.885890,71.752
8.936044,71.467
8.986224,71.467
9.036410,71.662
9.086599,71.662
9.136780,72.825
9.186984,72.825
9.237128,72.915
9.287283,72.915
9.337419,72.915
9.387570,72.915
9.437769,72.565
9.487971,72.565
9.538410,72.632
9.588570,72.632
9.638726,72.618
9.688891,72.618
9.739049,72.187
9.789222,72.187
9.839371,71.48
9.889534,71.48
9.939697,70.887
9.989903,70.887
10.040072,71.361
10.090247,71.361
10.140387,72.171
10.190553,72.171
10.240698,72.315
10.290895,72.315
10.341045,72.252
10.391197,72.252
10.441346,72.009
10.491508,72.009
10.541745,72.144
10.591927,72.144
10.642175,72.085
10.692343,72.085
10.742504,71.541
10.792673,71.541
10.842816,71.172
10.893039,71.172
10.943217,70.513
10.993411,70.513
11.043571,71.667
11.093756,71.667
11.143898,72.364
11.194065,72.364
11.244203,72.49
11.294373,72.49
11.344518,72.234
11.394694,72.234
11.444906,72.13
11.495180,72.13
11.545440,72.229
11.595677,72.229
11.645842,72.049
11.696155,72.049
11.746366,71.517
11.796563,71.517
11.846733,71.265
11.896891,71.265
11.947041,70.858
11.997214,70.858
12.047362,72.421
12.097526,72.421
12.147665,72.651
12.197823,72.651
12.247988,72.723
12.298140,72.723
12.348300,72.556
12.398468,72.556
12.448622,72.543
12.498789,72.543
12.548982,72.601
12.599141,72.601
12.649325,72.556
12.699513,72.556
12.749704,72.129
12.799912,72.129
12.850097,71.931
12.900255,71.931
12.950421,71.622
13.000580,71.622
13.050738,72.835
13.100900,72.835
13.151041,72.813
13.201204,72.813
13.251358,72.894
13.301522,72.894
13.351683,72.624
13.401882,72.624
13.452039,72.606
13.502200,72.606
13.552340,72.655
13.602580,72.655
13.652748,72.444
13.702919,72.444
13.753162,71.81
13.803372,71.81
13.853533,71.48
13.903712,71.48
13.953892,71.079
14.004065,71.079
14.054228,72.165
14.104402,72.165
14.154557,72.327
14.204741,72.327
14.254905,72.385
14.305078,72.385
14.355254,72.076
14.405440,72.076
14.455617,72.157
14.505782,72.157
14.555938,72.184
14.606101,72.184
14.656263,71.837
14.706439,71.837
14.756602,71.143
14.806767,71.143
14.857409,70.651
14.907598,70.651
14.957780,71.107
15.007960,71.107
15.058142,72.4
15.108334,72.4
15.158486,72.733
15.208660,72.733
15.258807,72.702
15.308977,72.702
15.359124,72.513
15.409298,72.513
15.459451,72.661
15.509619,72.661
15.559758,72.67
15.609919,72.67
15.660077,72.242
15.710239,72.242
15.760433,71.778
15.810803,71.778
15.861036,71.46
15.911294,71.46
15.962151,71.987
16.012330,71.987
16.062492,72.514
16.112662,72.514
16.162812,72.662
16.213017,72.662
16.263196,72.392
16.313389,72.392
16.363544,72.226
16.413703,72.226
16.463851,72.262
16.514033,72.262
16.564187,71.979
16.614351,71.979
16.664509,71.285
16.714660,71.285
16.764804,70.803
16.815003,70.803
16.865173,70.776
16.915375,70.776
16.965588,71.968
17.016179,71.968
17.066347,72.764
17.116550,72.764
17.166722,72.886
17.216900,72.886
17.267069,72.44
17.317227,72.44
17.367402,72.499
17.417568,72.499
17.467730,72.562
17.517901,72.562
17.568037,72.445
17.618204,72.445
17.668371,71.994
17.718543,71.994
17.768712,71.68
17.818846,71.68
17.869029,71.571
17.919326,71.571
17.969487,72.445
18.019693,72.445
18.069943,72.527
18.120131,72.527
18.170332,72.553
18.220526,72.553
18.270694,72.387
18.320850,72.387
18.371042,72.576
18.421213,72.576
18.471962,72.544
18.522149,72.544
18.572341,72.364
18.622511,72.364
18.672687,71.802
18.722830,71.802
18.773010,71.463
18.823160,71.463
18.873331,71.676
18.923483,71.676
18.973648,72.748
19.023820,72.748
19.074012,72.815
19.125329,72.815
19.175541,72.868
19.225727,72.868
19.275896,72.644
19.326066,72.644
19.376238,72.653
19.426417,72.653
19.476604,72.734
19.526798,72.734
19.576991,72.387
19.627155,72.387
19.677325,71.842
19.727493,71.842
19.777653,71.432
19.827826,71.432
19.878013,72.004
19.928183,72.004
19.978350,72.728
20.028534,72.728
20.078705,72.872
20.128886,72.872
20.179086,72.684
20.229588,72.684
20.279758,72.568
20.329943,72.568
20.380089,72.626
20.430265,72.626
20.480446,72.424
20.530637,72.424
20.580837,71.618
20.631068,71.618
20.681237,71.019
20.731414,71.019
20.781561,70.902
20.831735,70.902
20.881909,72.154
20.932085,72.154
